,영화명,감독,배급사,개봉일,국적,전국관객수,장르,등급,유료시사회,개봉달,스크린수,상영횟수,관객수,매출액,누적관객수,주연,감독관객,평점,평점수,SSS,SS,S,A,B,C,D,F,기록없음
890,분신사바 2,안병기,(주)팝엔터테인먼트,2014-07-16,중국,79017,공포(호러),15세이상관람가,0,7,1,2,214,"1,712,000",214,"박한별,신지뢰",26854,7.72,79,0,0,0,0,0,0,0,2,0
891,너와 100번째 사랑,츠키카와 쇼,(주)디스테이션,2017-05-25,일본,78930,드라마,12세이상관람가,0,5,3,17,"1,651","13,139,300","1,651","사카구치켄타로,미와",273167,9.14,74,0,0,0,0,0,0,0,2,0
892,토토의 움직이는 숲,에스벤 토프트 야콥슨,(주)미디어데이,2013-06-20,덴마크,78571,애니메이션,전체관람가,0,6,1,5,251,"1,658,000",251,마르쿠스리가드,58735,8.56,56,0,0,0,0,0,0,0,1,0
893,오즈: 신기한 마법가루,블라디미르 토로프킨,(주)스마일이엔티,2017-07-20,러시아,78440,애니메이션,전체관람가,0,7,13,45,"6,070","44,720,000","6,070","이장원,김하영",78440,9.63,192,0,0,0,0,0,0,0,2,0
894,세인트 빈센트,데오도르 멜피,(주)영화사 빅,2015-03-05,미국,78336,코미디,12세이상관람가,0,3,61,115,"9,987","81,166,000","9,987","빌머레이,나오미왓츠,멜리사맥카시,테렌스하워드",267966,9.28,178,0,0,0,0,0,0,2,2,0
895,룸,레니 에이브러햄슨,(주)영화사 빅,2016-03-03,아일랜드,78253,드라마,15세이상관람가,0,3,18,62,"9,790","83,061,000","9,790",브리라슨,70411,9.01,176,0,0,0,0,0,0,1,0,0
896,모데카이,데이빗 코엡,(주)나이너스엔터테인먼트,2015-02-18,미국,78070,액션,15세이상관람가,0,2,8,13,"2,334","17,987,000","2,334","조니뎁,기네스팰트로우",78070,8.24,105,1,0,0,0,0,1,0,0,0
897,엑스 마키나,알렉스 가랜드,유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,미국,78049,SF,청소년관람불가,0,1,2,2,341,"2,387,000",341,"도널글리슨,알리시아비칸데르",78521,8.56,43,0,0,0,0,0,0,1,1,0
898,아더 우먼,닉 카사베츠,이십세기폭스코리아(주),2014-11-13,미국,77341,코미디,15세이상관람가,0,11,17,25,"3,910","31,280,000","3,910","카메론디아즈,레슬리만",99506,8.11,133,0,0,0,0,0,0,1,1,0
899,매직 인 더 문라이트,우디 앨런,(주)인벤트스톤,2014-08-20,미국,77308,코미디,12세이상관람가,0,8,28,67,"5,795","48,751,800","5,795",콜린퍼스,55930,8.82,88,0,0,0,0,0,1,0,0,0
900,타임 패러독스,"마이클 스피어리그,피터 스피어이그",(유)조이앤시네마,2015-01-07,호주,76803,SF,15세이상관람가,0,1,16,28,"5,619","45,011,000","5,619","에단호크,노아테일러",110064,8.44,605,0,0,0,0,0,0,1,1,0
901,러덜리스,윌리엄 H. 머시,그린나래미디어(주),2015-07-09,미국,76343,코미디,12세이상관람가,0,7,6,30,"3,471","26,362,800","3,471","빌리크루덥,안톤옐친,셀레나고메즈,로렌스피쉬번",78193,9.22,40,0,0,0,0,1,0,3,0,0
902,하이큐!! 끝과 시작,미츠나카 스스무,(주)팝엔터테인먼트,2016-11-16,일본,75704,애니메이션,12세이상관람가,0,11,,,,,,히노사토시,40409,9.88,200,0,0,0,0,0,0,0,1,0
903,오두막,스튜어트 하젤딘,판씨네마(주),2017-04-20,미국,75657,드라마,12세이상관람가,0,4,2,4,232,"1,420,000",232,"샘워싱턴,옥타비아스펜서,라다미첼",39432,8.25,24,0,0,0,0,0,0,0,3,0
904,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,유니버설픽쳐스인터내셔널 코리아(유),2015-05-28,미국,75598,코미디,15세이상관람가,0,5,17,51,"4,346","38,495,000","4,346","안나켄드릭,헤일리스테인펠드",75598,9.18,125,0,0,0,0,0,0,0,2,0
905,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,씨네그루(주)다우기술,2014-08-27,프랑스,74912,액션,15세이상관람가,0,8,9,18,"3,661","27,350,000","3,661",폴워커,118078,8.08,226,0,0,0,0,0,1,0,0,0
906,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,(주)포켓몬코리아,2014-08-13,일본,74346,애니메이션,전체관람가,0,8,4,4,757,"6,056,000",757,"마츠모토리카,오오타니이쿠에,우에다유지",302989,8.02,139,0,0,0,0,0,1,0,2,0
907,쿵후팬더: 영웅의 탄생,레오 로,(주)미디어데이,2013-07-04,중국,74143,애니메이션,전체관람가,0,7,1,1,107,"856,000",107,"성룡,임자총,엄상현,양유진,홍진욱,임채헌,이재인,박상훈,이재범,김경희,임경명",74250,7.03,1720,0,0,0,0,0,1,1,9,0
908,위자,스틸즈 화이트,유니버설픽쳐스인터내셔널 코리아(유),2015-04-16,미국,73549,미스터리,15세이상관람가,0,4,1,3,340,"2,046,000",340,올리비아쿡,73716,6.92,103,0,0,0,0,0,0,1,0,0
909,리스본행 야간열차,빌 어거스트,(주)나이너스엔터테인먼트,2014-06-05,독일,73462,미스터리,15세이상관람가,0,6,25,99,"4,584","37,762,500","4,584","제레미아이언스,멜라니로랑,잭휴스턴",30116,8.72,80,0,0,0,0,0,0,2,1,0
910,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,와이드 릴리즈(주),2017-06-01,영국,73417,애니메이션,전체관람가,0,6,2,3,380,"2,658,000",380,"하성용,정재헌,엄상현",68231,10,4,0,1,0,0,0,0,0,2,0
911,파워레인져스: 더 비기닝,딘 이스라엘리트,(주)넥스트엔터테인먼트월드(NEW),2017-04-20,미국,72495,액션,12세이상관람가,0,4,3,5,"1,345","10,608,000","1,345","데이커몽고메리,나오미스콧,RJ사일러,베키지,루디린",170242,8.52,294,0,0,0,0,0,0,0,5,0
912,언더월드: 블러드 워,안나 포에스터,유니버설픽쳐스인터내셔널 코리아(유),2016-11-30,미국,72071,액션,15세이상관람가,0,11,1,1,126,"1,008,000",126,"케이트베킨세일,테오제임스,찰스댄스",72071,8.63,467,0,0,0,0,0,1,0,2,0
913,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤,(주)와이즈베이,2014-09-04,남아프리카공화국,72046,애니메이션,전체관람가,0,9,8,15,"3,017","24,254,500","3,017","제이크T.오스틴,안나소피아롭,캐서린테이트,리암니슨",75370,9.35,48,0,0,0,0,0,0,0,4,0
914,화이트 고릴라,안드레스 G. 슈에,(주)마인스 엔터테인먼트,2013-10-31,스페인,71796,애니메이션,전체관람가,0,10,43,53,"1,490","10,582,500","1,490",0,71796,8.91,56,0,0,0,0,0,0,1,0,0
915,프란시스 하,노아 바움백,그린나래미디어(주),2014-07-17,미국,71506,코미디,15세이상관람가,0,7,4,16,"2,761","20,799,500","2,761","그레타거윅,믹키섬너,그레이스검머,아담드라이버",47688,8.89,27,0,0,0,0,0,0,1,3,0
916,모뉴먼츠 맨: 세기의 작전,조지 클루니,이십세기폭스코리아(주),2014-02-27,미국,71483,액션,12세이상관람가,0,2,1,1,326,"2,608,000",326,"맷데이먼,케이트블란쳇,조지클루니",31411,9.45,161,0,0,0,0,1,0,0,2,0
917,더 서클,제임스 폰솔트,씨네그루(주)키다리이엔티,2017-06-22,미국,71362,드라마,12세이상관람가,0,6,3,6,"1,030","8,024,000","1,030",엠마왓슨,71362,8.43,615,0,0,0,0,1,0,0,0,0
918,투 마더스,앤 폰테인,(주)싸이더스,2013-08-22,프랑스,71264,드라마,청소년관람불가,0,8,7,8,"1,577","12,672,000","1,577","나오미왓츠,로빈라이트,자비에르사무엘,제임스프레체빌",28495,8.13,901,0,0,0,0,0,0,1,3,0
919,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,(주)넥스트엔터테인먼트월드(NEW),2016-12-21,일본,70350,애니메이션,전체관람가,0,12,5,5,"1,047","9,423,000","1,047","채민지,김정아,최낙윤,이현주,조현정,곽규미,김현욱,김민정",119260,9.6,222,0,0,0,0,0,0,1,7,0
920,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,와이드 릴리즈(주),2016-09-28,영국,69912,애니메이션,전체관람가,0,9,1,3,264,"1,584,000",264,0,68231,8.2,5,0,0,0,0,0,0,1,0,0
921,인보카머스,스콧 데릭슨,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-21,미국,69786,공포(호러),청소년관람불가,0,8,5,9,"1,668","13,558,000","1,668","에릭바나,에드가라미레즈",1856903,8.51,98,0,0,0,0,0,0,0,2,0
922,세상에서 고양이가 사라진다면,나가이 아키라,(주)크리픽쳐스,2016-11-09,일본,69586,드라마,12세이상관람가,0,11,11,53,"3,072","25,780,400","3,072","사토타케루,미야자키아오이,오쿠다에이지",70424,9.06,97,0,0,0,0,0,0,0,3,0
923,어카운턴트,개빈 오코너,워너브러더스 코리아(주),2016-10-13,미국,69529,액션,15세이상관람가,0,10,1,2,428,"3,418,000",428,"벤애플렉,안나켄드릭,J.K.시몬스",47165,9,29,0,0,0,0,0,1,1,1,0
924,어거스트: 가족의 초상,존 웰스,주식회사 우리네트웍스,2014-04-03,미국,69095,드라마,15세이상관람가,0,4,13,56,"3,926","30,600,700","3,926","메릴스트립,줄리아로버츠,베네딕트컴버배치,이완맥그리거,크리스쿠퍼,줄리엣루이스,더못멀로니",129764,9.29,124,0,0,1,0,1,0,1,4,0
925,이퀄스,드레이크 도리머스,씨네그루(주)키다리이엔티,2016-08-31,미국,68897,드라마,15세이상관람가,0,8,6,8,"1,288","10,304,000","1,288",니콜라스홀트,26857,8.54,95,0,0,0,0,0,0,1,0,0
926,스티브 잡스,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),2016-01-21,미국,68815,드라마,12세이상관람가,0,1,1,2,462,"3,934,000",462,"마이클패스벤더,케이트윈슬렛",452187,8.06,112,0,0,0,0,0,0,1,1,0
927,달라스 바이어스 클럽,장 마크 발레,(주)나이너스엔터테인먼트,2014-03-06,미국,68794,드라마,청소년관람불가,0,3,13,72,"3,853","30,519,300","3,853","매튜매커너히,제니퍼가너",73703,9.32,100,0,0,0,0,0,0,0,2,0
928,피노키오: 당나귀 섬의 비밀,엔조 달로,(주)인벤트스톤,2013-04-25,이탈리아,68711,애니메이션,전체관람가,0,4,7,14,"2,799","18,906,000","2,799","조권,장광",34441,8.79,103,0,1,0,0,0,0,0,1,0
929,토니 스토리: 깡통제국의 비밀,토마스 보덴스타인,(주)영화사 빅,2013-07-18,독일,67663,애니메이션,전체관람가,0,7,11,12,"2,276","16,075,000","2,276",정준하,30065,8.24,148,0,0,0,0,0,0,1,0,0
930,아이엠스타 뮤직어워드,와타다 신야,씨제이이앤엠(주),2016-09-14,일본,67027,애니메이션,전체관람가,0,9,3,3,715,"6,435,000",715,"김새해,김영은,정유미,정혜원",67027,9.64,242,0,0,1,0,0,0,0,3,0
931,더 바디,오리올 파울로,(주)싸이더스,2014-05-22,스페인,66733,스릴러,15세이상관람가,0,5,26,56,"3,371","25,712,000","3,371","벨렌루에다,오라가리도,호세코로나도",80881,8.74,85,0,0,0,0,0,0,0,3,0
932,라스트 스탠드,김지운,씨제이이앤엠(주),2013-02-21,미국,66698,액션,청소년관람불가,0,2,5,8,"1,839","14,712,000","1,839","아놀드슈왈제네거,포레스트휘테커,루이스구즈만",2821448,8.46,1524,0,0,0,0,0,2,1,0,0
933,리틀메딕: 몸속탐험대,피터 클라릿지,(주)팝엔터테인먼트,2016-11-24,독일,66562,애니메이션,전체관람가,0,11,3,5,824,"6,592,500",824,0,66562,9.49,124,0,0,0,0,0,0,1,0,0
934,선생님의 일기,니티왓 다라톤,(주)드림팩트엔터테인먼트,2016-11-02,태국,66319,멜로/로맨스,12세이상관람가,0,11,12,52,"6,940","52,571,300","6,940",레일라분야삭,71480,9.48,246,0,0,0,0,0,0,0,1,0
935,다크 플레이스,질스 파겟-브레너,(주)스톰픽쳐스코리아,2015-07-15,미국,66075,드라마,청소년관람불가,0,7,2,3,746,"6,168,000",746,"샤를리즈테론,니콜라스홀트",39318,9.22,81,0,0,0,0,0,1,1,0,0
936,패트리어트 데이,피터 버그,(주)이수C&E,2017-04-06,미국,66074,드라마,15세이상관람가,0,4,40,105,"11,381","94,182,500","11,381","마크월버그,존굿맨,케빈베이컨,J.K.시몬스",58779,9.17,540,0,0,0,0,0,0,1,3,0
937,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,타케모토 노보루,(주)넥스트엔터테인먼트월드(NEW),2017-11-09,일본,65895,액션,전체관람가,0,11,8,13,"2,549","23,418,000","2,549",0,88333,9.61,171,0,0,0,0,0,0,1,0,0
938,레터스 투 갓,데이빗 닉슨,(주)모멘텀엔터테인먼트,2016-02-25,미국,65887,가족,전체관람가,0,2,10,39,"5,701","38,104,000","5,701",태너맥과이어,66250,9.05,55,0,0,0,0,0,0,0,1,0
939,더 크리스마스,티모시 렉카트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-12-21,미국,65460,애니메이션,전체관람가,0,12,2,5,598,"4,316,000",598,"스티븐연,지나로드리게즈,재커리레비",21925,8.89,19,0,0,0,0,0,0,1,2,0
940,패터슨,짐 자무쉬,그린나래미디어(주),2017-12-21,프랑스,65147,드라마,12세이상관람가,0,12,4,18,"1,810","14,652,500","1,810",아담드라이버,33550,8.36,72,0,0,0,0,0,0,1,0,0
941,데몰리션,장 마크 발레,(주)리틀빅픽쳐스,2016-07-13,미국,65145,드라마,청소년관람불가,0,7,1,9,"1,693","14,424,000","1,693","제이크질렌할,나오미왓츠,유다르위스",73703,8.76,169,0,0,0,0,0,0,0,3,0
942,정글번치 : 빙산으로의 귀환,"다비드 알로,에릭 토스티",(주)팝엔터테인먼트,2013-10-02,프랑스,64744,애니메이션,전체관람가,0,10,3,9,"1,254","7,500,805","1,254",0,20863,7.97,59,0,0,0,0,0,0,1,0,0
943,보루토 - 나루토 더 무비,야마시타 히로유키,와이드 릴리즈(주),2015-12-10,일본,64159,애니메이션,12세이상관람가,0,12,1,1,108,"864,000",108,"산페이유코,키쿠치코코로,타케우치준코,스기야마노리아키",64267,9.76,230,0,0,0,0,0,1,0,3,0
944,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로,(주)넥스트엔터테인먼트월드(NEW),2016-11-03,일본,63820,액션,전체관람가,0,11,4,4,822,"6,576,000",822,"김혜성,안용욱,이경태,류점희,이새아,김현욱",64642,9.68,188,0,0,0,0,0,0,0,6,0
945,히트맨: 에이전트 47,알렉산더 바흐,이십세기폭스코리아(주),2015-09-03,미국,63073,액션,15세이상관람가,0,9,1,4,"1,310","11,012,000","1,310","루퍼트프렌드,재커리퀸토",64157,8.47,259,0,0,0,0,0,0,0,2,0
946,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,미국,62454,애니메이션,전체관람가,0,9,2,3,450,"5,400,000",450,"아리엘윈터,다시로즈번즈",53969,7.43,14,0,0,0,0,0,0,0,2,0
947,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,(주)박수엔터테인먼트,2017-04-27,일본,62393,애니메이션,12세이상관람가,0,4,,,,,,오노켄쇼,32576,9.59,32,0,0,0,0,0,0,0,1,0
948,기생수 파트2,야마자키 타카시,판씨네마(주),2015-05-07,일본,62071,SF,청소년관람불가,0,5,4,9,"1,766","14,321,000","1,766","소메타니쇼타,아베사다오,후카츠에리",251613,7.81,79,0,0,0,0,0,0,0,3,0
949,위아영,노아 바움백,(주)브리즈픽처스,2015-05-14,미국,62016,코미디,15세이상관람가,0,5,11,17,"1,705","13,154,000","1,705","벤스틸러,나오미왓츠,아만다사이프리드",47688,9.32,94,0,0,0,0,0,0,1,2,0
950,에반게리온: Q,안노 히데아키,㈜T-JOY,2013-04-25,일본,61423,애니메이션,15세이상관람가,0,4,3,6,"1,938","14,764,000","1,938","오가타메구미,하야시바라메구미,미야무라유코",48696,9.15,896,0,0,0,0,0,0,0,3,0
951,아더와 미니모이 3: 두 세계의 전쟁,뤽 베송,(주)라이크 콘텐츠,2015-11-05,프랑스,61046,애니메이션,전체관람가,0,11,3,3,504,"3,024,000",504,"프레디하이모어,미아패로우",834787,9.28,70,0,0,0,0,0,0,0,2,0
952,주온: 더 파이널,오치아이 마사유키,유니버설픽쳐스인터내셔널 코리아(유),2015-10-01,일본,60981,공포(호러),15세이상관람가,0,10,1,1,149,"894,000",149,"타이라아이리,키리야마렌",159464,5.93,107,0,0,0,0,0,0,0,2,0
953,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬,와이드 릴리즈(주),2016-02-25,영국,60977,애니메이션,전체관람가,0,2,2,2,359,"2,154,000",359,"하성용,정재헌,엄상현,윤승희,김정은",68231,8.88,8,0,1,0,0,0,1,0,3,0
954,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,와이드 릴리즈(주),2017-01-25,영국,60935,애니메이션,전체관람가,0,1,2,2,366,"2,562,000",366,"하성용,정재헌,엄상현,윤승희,김정은,김율",68231,10,4,0,1,0,0,0,1,0,4,0
955,산타의 매직 크리스탈,앙티 하이칼라,(주)팝엔터테인먼트,2013-11-28,벨기에,60485,애니메이션,전체관람가,0,11,4,7,"1,218","7,137,000","1,218",0,60747,8.28,49,0,0,0,0,0,0,1,0,0
956,님포매니악 볼륨1,라스 폰 트리에,CGV아트하우스,2014-06-18,덴마크,60265,드라마,청소년관람불가,0,6,2,6,"1,244","9,576,000","1,244","샤를로뜨갱스부르,스텔란스카스가드,스테이시마틴,샤이아라보프,크리스찬슬레이터,제이미벨,우마서먼,윌렘데포,미아고스,소피케네디클락",28305,8.16,66,0,0,0,0,0,0,3,7,0
957,더 퍼지 : 거리의 반란,제임스 드모나코,유니버설픽쳐스인터내셔널 코리아(유),2014-08-27,미국,59881,공포(호러),청소년관람불가,0,8,10,30,"6,909","46,536,500","6,909","프랭크그릴로,자크길포드",98610,6.95,124,0,0,0,0,0,0,0,2,0
958,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,일본,59611,액션,전체관람가,0,1,7,14,968,"6,733,000",968,이노우에마사히로,59611,8.22,106,0,0,0,0,0,0,0,1,0
959,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,(주)이수C&E,2017-12-14,일본,59375,애니메이션,전체관람가,0,12,4,10,"1,090","8,688,000","1,090",0,59375,9.74,44,0,0,0,0,0,0,1,0,0
960,트럼보,제이 로치,그린나래미디어(주),2016-04-07,미국,58784,드라마,15세이상관람가,0,4,47,90,"7,050","50,389,000","7,050","브라이언크랜스톤,다이안레인,헬렌미렌,엘르패닝,루이스C.K.",99128,9.16,350,0,0,0,0,0,2,1,2,0
961,파더 앤 도터,가브리엘 무치노,(주)박수엔터테인먼트,2015-12-10,미국,58704,드라마,15세이상관람가,0,12,34,81,"10,450","87,599,000","10,450","아만다사이프리드,러셀크로우",23941,9.38,913,0,0,0,0,0,1,1,0,0
962,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,와이드 릴리즈(주),2016-06-02,영국,58345,애니메이션,전체관람가,0,6,5,8,414,"2,483,000",414,"하성용,정재헌,엄상현,윤승희,김정은,김율",68231,9.71,7,0,1,0,0,0,1,0,4,0
963,더 랍스터,요르고스 란티모스,(주)영화사오원,2015-10-29,영국,57721,판타지,청소년관람불가,0,10,3,7,999,"7,162,500",999,"콜린파렐,레이첼와이즈,레아세이두,벤위쇼",39372,9.39,64,0,0,0,0,0,1,1,2,0
